Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Skin Development (GO:0043588)	22/68	0.0157719146377717	0.1412206944053844	0	0	1.8439548800508396	7.651535906019208	RYR1;CERS3;SPRR3;CSTA;SPRR2G;ST14;ANXA1;SLC2A10;WNT5A;PKD1;EVPL;TGM1;COL1A1;PPP3CA;SCEL;COL3A1;COL1A2;COL5A2;DACT2;LORICRIN;IVL;S100A7
GO_Biological_Process_2023	Negative Regulation Of Signal Transduction (GO:0009968)	70/267	0.0159947632857982	0.1429417063759551	0	0	1.3729732029243182	5.677922312356696	PTPRT;CXCL8;HHIP;PLEK;FAIM2;ARRB1;TREM2;TNF;TSKU;CRHBP;CYP26B1;PALM;PIP4K2A;EMILIN1;IL10;RNF43;NLRP2B;IGFBP5;PRKCB;SLC2A10;IGFBP3;ADIPOQ;SHISA2;MAPK8IP2;DKK4;SFRP4;SFRP1;MMP14;SFRP5;IL1B;TLR6;CARD16;RAB7B;MDFI;PLIN5;LTF;CX3CR1;GRB7;NDRG4;RGS14;TWIST1;GATA4;GATA3;ADAMTS12;LILRA2;PRKCZ;THBS1;SOCS1;WIF1;TSPAN6;CCL5;PRAME;DRD2;ZBTB7A;SLAMF1;SNCA;LYN;GDF15;BDNF;NR1D1;BMP5;DLK2;NR4A2;NLRP12;PTPRC;TCIM;NEURL1;SNAI2;SPRY1;EZH2
GO_Biological_Process_2023	Cholesterol Homeostasis (GO:0042632)	23/72	0.0161247155232815	0.1434860832462073	0	0	1.8098420654811636	7.46994586648741	ABCG8;CETP;GRAMD1B;ABCA2;ABCG5;ACSM3;ABCA5;ACSM1;AKR1C1;CAV1;MTTP;APOA2;IL18;PCSK9;NR1D1;TSKU;LIPC;HNF4A;APOC2;PLA2G10;ANGPTL3;LCP1;ABCG4
GO_Biological_Process_2023	B Cell Proliferation (GO:0042100)	12/31	0.0161479514907307	0.1434860832462073	0	0	2.4333056212828548	10.03972672255611	IL10;CR2;IFNA6;CD40LG;PTPRC;CD70;CD19;IFNE;CD180;IFNW1;IFNA21;GAPT
GO_Biological_Process_2023	Positive Regulation Of Mononuclear Cell Migration (GO:0071677)	12/31	0.0161479514907307	0.1434860832462073	0	0	2.4333056212828548	10.03972672255611	CCR1;CXCL10;CCL5;SERPINE1;ANO6;FPR2;LGALS9;S100A14;AIF1;TNF;CCR2;S100A7
GO_Biological_Process_2023	Positive Regulation Of Cell Adhesion (GO:0045785)	27/88	0.0168830279242114	0.1489715951388646	0	0	1.7070131947221112	6.967082903594548	ECM2;SIRPG;ALOX15;CHRD;NDNF;NID1;TNF;EPB41L4B;PPP3CA;TMEM102;IBSP;HYAL1;MDK;CCL5;NCKAP1L;PRSS2;P2RY12;TNFSF18;SYK;CCL21;LIF;AZU1;DUSP26;CCDC80;SAA1;RELL2;NODAL
GO_Biological_Process_2023	Axon Guidance (GO:0007411)	42/149	0.0168851351923934	0.1489715951388646	0	0	1.5149384001189672	6.182950843132018	CYFIP2;EPHB6;DRAXIN;EPHA10;LRTM2;NRXN1;NRXN3;SEMA3G;EFNA4;NTN1;MYPN;SHH;RPS6KA5;RELN;KIF5C;KIF5A;CHN1;TNR;OTX2;SLIT2;SCN1B;SEMA6B;LGI1;SEMA4A;EPHA7;EPHA6;UNC5A;SEMA4D;EPHA8;BDNF;CNTN6;WNT5A;UNC5C;L1CAM;NELL1;SMO;GDNF;PLA2G10;CNTN2;CNTN4;DSCAML1;CDK5R1
GO_Biological_Process_2023	Skeletal System Development (GO:0001501)	42/149	0.0168851351923934	0.1489715951388646	0	0	1.5149384001189672	6.182950843132018	PTGER4;SPEF2;HHIP;SHOX2;COL11A2;CHRD;PTH1R;HOXA13;PKD1;PHEX;COL19A1;HOXA11;FGF8;EXTL1;WNT11;ARSL;HYAL1;BGLAP;WNT1;PITX1;NKX3-2;CMKLR1;GDF10;COL27A1;MYOC;WNT5A;EN1;GDF3;TBX4;BMP5;RFLNA;COL1A1;BMP3;MMP14;SNORC;COL1A2;CHI3L1;TLL1;HOXD3;INHA;FGFR3;CD44
GO_Biological_Process_2023	Positive Regulation Of Inflammatory Response (GO:0050729)	31/104	0.0168930276159612	0.1489715951388646	0	0	1.6380832619863013	6.684779138644777	PTGER4;GRN;SERPINE1;PLA2G3;IFI35;TNF;PYCARD;LGALS2;CREB3L3;MDK;CAMK2N1;CASP1;CCL3;IGF2BP1;CCN4;GPSM3;CCR2;SNCA;WNT5A;PDE2A;PLA2G2A;IL18;OSM;NKG7;VAMP8;NLRP12;IL1B;TLR7;LCP1;TLR3;TLR2
GO_Biological_Process_2023	B Cell Activation (GO:0042113)	28/92	0.0169424561444944	0.1491255809699372	0	0	1.6873475237862894	6.880889490719722	CD86;IFNA6;FLT3;CHRNA4;AQP8;FCRLA;CASP8;BLNK;ZBTB7A;IFNA21;CHRNB2;IL10;CR2;VCAM1;ITGA4;PRKCB;CD70;NFAM1;LAX1;IFNW1;CD40LG;PTPRC;IFNE;CLCF1;GPR183;KIT;BTK;CD22
GO_Biological_Process_2023	Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010971)	9/21	0.0175590060269706	0.1536824823936549	0	0	2.8887202525497813	11.67675119748156	RAD51B;CCNB1;CDK4;CDK1;FBXO5;CDC25C;CDC25A;STOX1;TNFSF13B
GO_Biological_Process_2023	Positive Regulation Of Granulocyte Chemotaxis (GO:0071624)	9/21	0.0175590060269706	0.1536824823936549	0	0	2.8887202525497813	11.67675119748156	CD74;CAMK1D;CXCL8;CCL21;MDK;RAC2;NCKAP1L;S100A14;S100A7
GO_Biological_Process_2023	Regulation Of Neurotransmitter Transport (GO:0051588)	9/21	0.0175590060269706	0.1536824823936549	0	0	2.8887202525497813	11.67675119748156	RIMS1;FER1L5;MCTP1;OTOF;CPLX2;HCRT;CPLX1;SYN1;CPLX3
GO_Biological_Process_2023	Regulation Of MAPK Cascade (GO:0043408)	55/204	0.0176665819735382	0.1543344661171462	0	0	1.4253833678353398	5.752961941910529	FLT3;SLA;TNF;GRM4;TRIM5;GRAP2;EPHA7;DUSP2;MYOC;SYK;EPHA8;F2R;CARTPT;DUSP8;ADRA2C;DUSP26;DUSP9;ADRA2B;ADRA2A;CCNA2;GREM1;DOK2;IL1B;DOK6;KIT;PPEF2;TMEM106A;AVPI1;CSF1R;ALOX12B;STYXL2;EGFR;INAVA;THPO;PAK6;PAK3;FAM83D;LYN;CD74;GDF15;EGF;CAV1;FN1;LIF;LAPTM5;OSM;LILRB4;MOS;CD4;RIT2;PTPRC;REN;GRAP;FGFR3;HLA-DRB1
GO_Biological_Process_2023	Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389)	13/35	0.0181746077228693	0.1563940528679225	0	0	2.2767379679144386	9.124550689894114	KCNH5;KIF14;CDC25C;CDC25A;TNFSF13B;RAD51B;CCNB1;CENPF;CDK4;CDK2;CDK1;FBXO5;STOX1
GO_Biological_Process_2023	Regulatory ncRNA Processing (GO:0070918)	13/35	0.0181746077228693	0.1563940528679225	0	0	2.2767379679144386	9.124550689894114	EXD1;ANKRD34B;ANKRD34A;DDX4;ANKRD34C;TDRD9;TEX15;HENMT1;TERT;PNLDC1;TDRD12;MOV10L1;GPAT2
GO_Biological_Process_2023	Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844)	21/65	0.0183598839584622	0.1563940528679225	0	0	1.8399293716512424	7.355278131061175	CCL13;CXCL9;CXCL8;REG1A;RNASE6;RNASE3;PPBP;CXCL13;CXCL3;F2;H2BC12;CXCL10;CXCL11;H2BC12L;H2BC11;MUC7;CAMP;KRT6A;LTF;S100A7;PF4
GO_Biological_Process_2023	Negative Regulation Of Cation Channel Activity (GO:2001258)	11/28	0.0185779575765168	0.1563940528679225	0	0	2.4926542045389586	9.935169973087069	PPP3CA;PPP3R2;GRP;KCNE3;FKBP1B;CASQ2;KCNAB1;MMP9;CRHR1;DRD4;TRDN
GO_Biological_Process_2023	Negative Regulation Of Signaling (GO:0023057)	11/28	0.0185779575765168	0.1563940528679225	0	0	2.4926542045389586	9.935169973087069	PPP3CA;NLRP12;TRAT1;HHIP;IGFBP3;IL1B;ADIPOQ;LIF;OSM;PCSK9;OPRM1
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901)	11/28	0.0185779575765168	0.1563940528679225	0	0	2.4926542045389586	9.935169973087069	HCN4;RYR2;CAV1;NOS1AP;PKP2;CTNNA3;DSG2;CACNA1C;FGF13;HCN2;HCN1
GO_Biological_Process_2023	Regulation Of Chemotaxis (GO:0050920)	11/28	0.0185779575765168	0.1563940528679225	0	0	2.4926542045389586	9.935169973087069	P2RY12;TGFB1;CCL21;GPR183;CXCR4;F2RL1;TREM2;AIF1;THBS1;ELANE;CCL26
GO_Biological_Process_2023	Regulation Of Sodium Ion Transmembrane Transport (GO:1902305)	11/28	0.0185779575765168	0.1563940528679225	0	0	2.4926542045389586	9.935169973087069	FXYD4;FXYD1;FXYD7;NOS1;SCN5A;FXYD5;SCN3B;FGF12;SCN1B;PTPN3;SCN2B
GO_Biological_Process_2023	CENP-A Containing Chromatin Assembly (GO:0034080)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	CENPW;CENPI;HJURP;OIP5
GO_Biological_Process_2023	Adenylate Cyclase-Inhibiting Serotonin Receptor Signaling Pathway (GO:0007198)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	HTR1E;HTR1A;HTR1B;HTR5A
GO_Biological_Process_2023	Cellular Response To Caffeine (GO:0071313)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	RYR1;RYR2;CASQ2;RYR3
GO_Biological_Process_2023	Chromatin Remodeling At Centromere (GO:0031055)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	CENPW;CENPI;HJURP;OIP5
GO_Biological_Process_2023	Dense Core Granule Cytoskeletal Transport (GO:0099519)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	SYT4;KIF5A;KIF1C;PPFIA2
GO_Biological_Process_2023	Excitatory Chemical Synaptic Transmission (GO:0098976)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	GRIN2A;GRIN2C;GRIN2B;SHISA6
GO_Biological_Process_2023	Hyaluronan Biosynthetic Process (GO:0030213)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	HYAL1;HAS1;IL1B;HAS2
GO_Biological_Process_2023	Long-Term Synaptic Depression (GO:0060292)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	PRRT1;SLC24A2;PICK1;SHANK2
GO_Biological_Process_2023	Lymphoid Progenitor Cell Differentiation (GO:0002320)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	SHH;SPI1;FLT3;SOX4
GO_Biological_Process_2023	Negative Regulation Of Meiotic Nuclear Division (GO:0045835)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	NANOS2;FBXO5;TRIP13;FBXO43
GO_Biological_Process_2023	Noradrenergic Neuron Differentiation (GO:0003357)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	HAND2;SOX11;SOX4;PHOX2A
GO_Biological_Process_2023	Norepinephrine Biosynthetic Process (GO:0042421)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	MOXD1;TH;HAND2;GATA3
GO_Biological_Process_2023	Positive Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031666)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	CD180;LY86;LY96;SCIMP
GO_Biological_Process_2023	Positive Regulation Of Unsaturated Fatty Acid Biosynthetic Process (GO:2001280)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	CD74;ANXA1;IL1B;PLA2G3
GO_Biological_Process_2023	Regulation Of SA Node Cell Action Potential (GO:0098907)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	HCN4;RYR2;HCN2;HCN1
GO_Biological_Process_2023	Regulation Of Atrial Cardiac Muscle Cell Membrane Depolarization (GO:0060371)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	SCN5A;SCN3B;SCN1B;SCN2B
GO_Biological_Process_2023	Regulation Of Natural Killer Cell Chemotaxis (GO:2000501)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	CCL7;CCL5;CCL4;CCL3
GO_Biological_Process_2023	Regulation Of Nuclease Activity (GO:0032069)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	OAS1;OAS2;NEIL1;OASL
GO_Biological_Process_2023	Response To Alkaloid (GO:0043279)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	RYR1;RYR2;HTR1B;DRD2
GO_Biological_Process_2023	Response To Caffeine (GO:0031000)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	RYR1;RYR2;CASQ2;RYR3
GO_Biological_Process_2023	Response To Cocaine (GO:0042220)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	CHRNB2;CRHBP;DRD2;DRD4
GO_Biological_Process_2023	Spontaneous Synaptic Transmission (GO:0098814)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	RIMS2;RPH3A;DOC2A;DOC2B
GO_Biological_Process_2023	Substrate-Dependent Cell Migration, Cell Extension (GO:0006930)	4/6	0.0189726467766327	0.1563940528679225	0	0	7.698763036623817	30.52372449015342	P2RY12;NELL1;SHTN1;NTN1
GO_Biological_Process_2023	Sterol Homeostasis (GO:0055092)	23/73	0.0190584143398911	0.1563940528679225	0	0	1.7735331384015594	7.023628541077639	ABCG8;CETP;GRAMD1B;ABCA2;ABCG5;ACSM3;ABCA5;ACSM1;AKR1C1;CAV1;MTTP;APOA2;IL18;PCSK9;NR1D1;TSKU;LIPC;HNF4A;APOC2;PLA2G10;ANGPTL3;LCP1;ABCG4
GO_Biological_Process_2023	Blood Circulation (GO:0008015)	17/50	0.0193021820888117	0.1563940528679225	0	0	1.9854014598540144	7.837445976492708	HCN4;UTS2R;GUCY1B1;AVPR1A;SGCZ;TRDN;CXCL10;SGCD;MYL7;ADORA2A;MYL2;COL4A3;C3AR1;XCL2;OLR1;TNNI3;LPA
GO_Biological_Process_2023	Regulation Of Interleukin-12 Production (GO:0032655)	17/50	0.0193021820888117	0.1563940528679225	0	0	1.9854014598540144	7.837445976492708	IL10;SYK;LAPTM5;LILRB1;HLA-G;ISL1;THBS1;SCIMP;MAPK11;CD40LG;MDK;TLR8;LGALS9;TLR3;CMKLR1;TLR2;SLAMF1
GO_Biological_Process_2023	Regulation Of Neuron Apoptotic Process (GO:0043523)	31/105	0.0193509434385112	0.1563940528679225	0	0	1.6158447265625	6.3745302364582965	GRN;AGAP2;KIF14;PLA2G3;PCSK9;SIX1;FAIM2;TREM2;NDNF;TNF;GRM4;MDK;NTF3;CCL3;CCL2;PTK2B;PRKCG;TFAP2A;EPHA7;BDNF;KCNB1;F2R;FZD9;VSTM2L;ISL1;MAG;GDNF;CLCF1;FCGR2B;CRLF1;CDK5R1
GO_Biological_Process_2023	Cell Junction Maintenance (GO:0034331)	8/18	0.0195115410008855	0.1563940528679225	0	0	3.0809419762078174	12.128895682266185	CSF1R;CLDN3;F2R;F2RL1;CBLN3;CBLN2;CBLN1;CD177
GO_Biological_Process_2023	Excitatory Postsynaptic Potential (GO:0060079)	8/18	0.0195115410008855	0.1563940528679225	0	0	3.0809419762078174	12.128895682266185	NPAS4;GRIN2A;FOXM1;GRIN2C;MAPK8IP2;DRD2;GRIN2B;GRIN1
GO_Biological_Process_2023	Intracellular Sodium Ion Homeostasis (GO:0006883)	8/18	0.0195115410008855	0.1563940528679225	0	0	3.0809419762078174	12.128895682266185	ATP4B;ATP4A;SCNN1D;SCNN1B;TMPRSS4;ATP1A4;ATP1A3;ATP1B1
GO_Biological_Process_2023	Negative Regulation Of Lipid Catabolic Process (GO:0050995)	8/18	0.0195115410008855	0.1563940528679225	0	0	3.0809419762078174	12.128895682266185	BSCL2;IL1B;APOC1;APOA2;CIDEA;TNF;CIDEC;PLIN5
GO_Biological_Process_2023	Negative Regulation Of Peptide Hormone Secretion (GO:0090278)	8/18	0.0195115410008855	0.1563940528679225	0	0	3.0809419762078174	12.128895682266185	CHGA;CRHBP;SFRP1;KCNJ11;KCNB1;CRH;FFAR4;FAM3D
GO_Biological_Process_2023	Neuromuscular Process (GO:0050905)	8/18	0.0195115410008855	0.1563940528679225	0	0	3.0809419762078174	12.128895682266185	CHRNA1;PRRT2;TIFAB;KCNA1;NRXN1;HOXA1;SHANK1;STRA6
GO_Biological_Process_2023	Positive Regulation Of Interleukin-4 Production (GO:0032753)	8/18	0.0195115410008855	0.1563940528679225	0	0	3.0809419762078174	12.128895682266185	CD86;FCER1G;CD40LG;SYK;GATA3;LGALS9;PRKCZ;HAVCR2
GO_Biological_Process_2023	Positive Regulation Of Nervous System Process (GO:0031646)	8/18	0.0195115410008855	0.1563940528679225	0	0	3.0809419762078174	12.128895682266185	RIMS2;RIMS1;EGR2;MYRF;CARTPT;TPPP;HCRT;NCMAP
GO_Biological_Process_2023	Protein Autoprocessing (GO:0016540)	8/18	0.0195115410008855	0.1563940528679225	0	0	3.0809419762078174	12.128895682266185	MYRF;CASP6;HJV;CASP1;PCSK9;TMPRSS2;ASRGL1;KLK6
GO_Biological_Process_2023	Regulation Of cAMP-mediated Signaling (GO:0043949)	8/18	0.0195115410008855	0.1563940528679225	0	0	3.0809419762078174	12.128895682266185	POMC;RASD2;PDE11A;PEX5L;PDE2A;FFAR4;GPR61;GPR62
GO_Biological_Process_2023	Regulation Of Cell Cycle G2/M Phase Transition (GO:1902749)	8/18	0.0195115410008855	0.1563940528679225	0	0	3.0809419762078174	12.128895682266185	CENPF;KCNH5;CDK4;CDK2;KIF14;USP17L2;TP53;AURKA
GO_Biological_Process_2023	Regulation Of Nervous System Process (GO:0031644)	8/18	0.0195115410008855	0.1563940528679225	0	0	3.0809419762078174	12.128895682266185	HTR2C;DLGAP1;NPTX1;DLGAP3;NPTXR;DLGAP2;BEGAIN;SLC8A2
GO_Biological_Process_2023	Ureteric Bud Morphogenesis (GO:0060675)	8/18	0.0195115410008855	0.1563940528679225	0	0	3.0809419762078174	12.128895682266185	SHH;WNT11;GDNF;MYC;SIX1;GATA3;HOXD11;HOXA11
GO_Biological_Process_2023	Regulation Of Protein Tyrosine Kinase Activity (GO:0061097)	14/39	0.0198982113772531	0.1592198217407994	0	0	2.157763189885728	8.452229066970665	CSF1R;CAV1;IL34;PTK6;LILRB4;SRCIN1;GRM5;RELN;PTPRC;DLG3;DLG4;DOK7;NOX4;FCGR1A
GO_Biological_Process_2023	Regulation Of GTPase Activity (GO:0043087)	57/214	0.0202837747673879	0.1620270707018231	0	0	1.4019186528740668	5.4645863613350185	ARHGAP11A;DOCK9;RASGRF2;RASGRF1;SLC6A2;RAPGEFL1;ARHGAP44;RASGEF1A;RGS1;TBC1D30;RGS8;RGS7;CDKL5;F2R;VAV1;ADCYAP1;SFRP1;XCL2;PKP4;RAPGEF5;NGEF;RAPGEF3;RAPGEF4;CCL14;RTN4R;CCL13;ARHGAP15;RAP1GAP;RASGRP4;ALS2CL;ADAP2;CCL8;WNT11;CCL7;CHN2;CCL5;CHN1;CCL4;CCL3;CCL2;CCL18;ECT2;CCL17;PROM2;S100A10;CCL24;CCL23;CCL22;CCL21;SEMA4D;CCL20;USP17L2;RGS10;F2RL1;RGS11;EZH2;CCL26
GO_Biological_Process_2023	Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019)	12/32	0.0210932865072705	0.1682054385579777	0	0	2.311494532199271	8.919596173706234	JPH4;CACNB1;CACNB2;CACNB3;JPH3;CACNB4;SLN;FKBP1B;CACNA1A;NOS1;JPH1;STRIT1
GO_Biological_Process_2023	Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway (GO:0071880)	7/15	0.021287221549942	0.1684891997147586	0	0	3.36938713592233	12.970955505425918	DRD1;ADRA2C;DRD2;GPR101;ADRA2B;ADRA2A;DRD5
GO_Biological_Process_2023	Positive Regulation Of Mitotic Sister Chromatid Separation (GO:1901970)	7/15	0.021287221549942	0.1684891997147586	0	0	3.36938713592233	12.970955505425918	CDC20;ESPL1;UBE2C;CDCA8;BIRC5;AURKB;DLGAP5
GO_Biological_Process_2023	Regulation Of Chondrocyte Differentiation (GO:0032330)	10/25	0.0213235104944615	0.1684891997147586	0	0	2.567889239737673	9.881096652790385	GREM1;SCIN;MDK;SNAI2;ADAMTS12;GDF6;GDF5;NKX3-2;HOXA11;LOXL2
GO_Biological_Process_2023	Regulation Of Neutrophil Chemotaxis (GO:0090022)	10/25	0.0213235104944615	0.1684891997147586	0	0	2.567889239737673	9.881096652790385	DPP4;CD74;CXCL8;CAMK1D;TNFAIP6;CCL21;MDK;RAC2;NCKAP1L;SLIT2
GO_Biological_Process_2023	Sodium Ion Homeostasis (GO:0055078)	10/25	0.0213235104944615	0.1684891997147586	0	0	2.567889239737673	9.881096652790385	ATP4B;ATP4A;SCNN1D;SCNN1B;TMPRSS4;CYP4A11;SLC12A1;ATP1A4;ATP1A3;ATP1B1
GO_Biological_Process_2023	Ephrin Receptor Signaling Pathway (GO:0048013)	15/43	0.0213455770699726	0.1684891997147586	0	0	2.0642978738187883	7.94116962784428	EPHB6;LYN;EPHA7;EPHA6;EPHA10;EPHA8;MMP2;EFNA4;MMP9;CHN1;PAK3;EPHB4;NGEF;ANKS1B;CDK5R1
GO_Biological_Process_2023	Regulation Of Protein Secretion (GO:0050708)	30/102	0.0222709551166954	0.1704660461367148	0	0	1.6069685135464975	6.113666570991051	ACHE;MYOM1;SNAP25;GIPR;TREM2;KCNA5;TNF;TTN;HNF4A;CCL5;STXBP5;DRD2;SLC25A22;DRD4;CD33;FGB;FGA;CELA2A;TGFB1;KCNJ11;FGG;SYT7;STXBP5L;IL1A;RFX6;IL1B;SAA1;PICK1;ANG;STX1A
GO_Biological_Process_2023	SNARE Complex Assembly (GO:0035493)	5/9	0.0223033305892473	0.1704660461367148	0	0	4.812287724405628	18.30122289042379	VAMP8;STXBP1;VAMP1;STXBP6;SNCA
GO_Biological_Process_2023	Amine Metabolic Process (GO:0009308)	5/9	0.0223033305892473	0.1704660461367148	0	0	4.812287724405628	18.30122289042379	SULT1A1;AOC2;VCAM1;INMT;SULT1A2
GO_Biological_Process_2023	Cellular Response To Purine-Containing Compound (GO:0071415)	5/9	0.0223033305892473	0.1704660461367148	0	0	4.812287724405628	18.30122289042379	RYR1;RYR2;P2RY6;CASQ2;RYR3
GO_Biological_Process_2023	Granulocyte Migration (GO:0097530)	5/9	0.0223033305892473	0.1704660461367148	0	0	4.812287724405628	18.30122289042379	ANXA1;ITGB2;CCL3;GP2;CD177
GO_Biological_Process_2023	Hematopoietic Stem Cell Differentiation (GO:0060218)	5/9	0.0223033305892473	0.1704660461367148	0	0	4.812287724405628	18.30122289042379	SFRP1;HOXB4;SP7;TP53;BATF
GO_Biological_Process_2023	Lipid Phosphorylation (GO:0046834)	5/9	0.0223033305892473	0.1704660461367148	0	0	4.812287724405628	18.30122289042379	DGKE;DGKQ;DGKK;DGKZ;DGKH
GO_Biological_Process_2023	Negative Regulation Of Humoral Immune Response Mediated By Circulating Immunoglobulin (GO:0002924)	5/9	0.0223033305892473	0.1704660461367148	0	0	4.812287724405628	18.30122289042379	CR2;CR1L;SUSD4;FOXJ1;FCGR2B
GO_Biological_Process_2023	Negative Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034144)	5/9	0.0223033305892473	0.1704660461367148	0	0	4.812287724405628	18.30122289042379	LYN;TREM2;NR1D1;LILRA2;RAB7B
GO_Biological_Process_2023	Positive Regulation Of RNA Biosynthetic Process (GO:1902680)	5/9	0.0223033305892473	0.1704660461367148	0	0	4.812287724405628	18.30122289042379	TOP2A;GINS2;PRIM2;IL1B;GINS4
GO_Biological_Process_2023	Positive Regulation Of T Cell Apoptotic Process (GO:0070234)	5/9	0.0223033305892473	0.1704660461367148	0	0	4.812287724405628	18.30122289042379	CCL5;LGALS9;PDCD1;TP53;IDO1
GO_Biological_Process_2023	Positive Regulation Of Phagocytosis, Engulfment (GO:0060100)	5/9	0.0223033305892473	0.1704660461367148	0	0	4.812287724405628	18.30122289042379	C3;F2RL1;ANO6;NCKAP1L;TREM2
GO_Biological_Process_2023	Positive Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030949)	5/9	0.0223033305892473	0.1704660461367148	0	0	4.812287724405628	18.30122289042379	VTN;PRKCB;IL1B;ITGB3;ITGA5
GO_Biological_Process_2023	Regulation Of Cell-Cell Adhesion Mediated By Integrin (GO:0033632)	5/9	0.0223033305892473	0.1704660461367148	0	0	4.812287724405628	18.30122289042379	DPP4;CCL5;CD3E;CXCL13;FERMT3
GO_Biological_Process_2023	Regulation Of Granulocyte Differentiation (GO:0030852)	5/9	0.0223033305892473	0.1704660461367148	0	0	4.812287724405628	18.30122289042379	TESC;HCLS1;EVI2B;C1QC;RUNX1
GO_Biological_Process_2023	Regulation Of Receptor Binding (GO:1900120)	5/9	0.0223033305892473	0.1704660461367148	0	0	4.812287724405628	18.30122289042379	GREM2;BDNF;HFE;ADIPOQ;MMP9
GO_Biological_Process_2023	Regulation Of Sequestering Of Calcium Ion (GO:0051282)	5/9	0.0223033305892473	0.1704660461367148	0	0	4.812287724405628	18.30122289042379	RYR2;FKBP1B;PTK2B;LIME1;TRDN
GO_Biological_Process_2023	Response To Histamine (GO:0034776)	5/9	0.0223033305892473	0.1704660461367148	0	0	4.812287724405628	18.30122289042379	GABRB3;GABRB2;DRD2;DRD4;GABRG2
GO_Biological_Process_2023	DNA Deamination (GO:0045006)	6/12	0.0224903253888942	0.1704660461367148	0	0	3.850279058480951	14.610538607941551	APOBEC3C;APOBEC3D;APOBEC3F;APOBEC3G;APOBEC3H;APOBEC3B
GO_Biological_Process_2023	G Protein-Coupled Glutamate Receptor Signaling Pathway (GO:0007216)	6/12	0.0224903253888942	0.1704660461367148	0	0	3.850279058480951	14.610538607941551	GRM3;GRM2;GRM5;GRM4;GRM7;GRM1
GO_Biological_Process_2023	Adult Locomotory Behavior (GO:0008344)	6/12	0.0224903253888942	0.1704660461367148	0	0	3.850279058480951	14.610538607941551	SPTBN4;GDNF;DRD1;DRD2;DRD4;FOXA2
GO_Biological_Process_2023	Negative Regulation Of Potassium Ion Transport (GO:0043267)	6/12	0.0224903253888942	0.1704660461367148	0	0	3.850279058480951	14.610538607941551	BIN1;CAV1;CASQ2;PTK2B;NOS1;VIP
GO_Biological_Process_2023	Positive Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000651)	6/12	0.0224903253888942	0.1704660461367148	0	0	3.850279058480951	14.610538607941551	TESC;WNK2;CHP2;ANK3;ATP1B1;DRD4
GO_Biological_Process_2023	Regulation Of Monooxygenase Activity (GO:0032768)	6/12	0.0224903253888942	0.1704660461367148	0	0	3.850279058480951	14.610538607941551	IL1A;GDNF;IL1B;NOS1AP;EGFR;SNCA
